nflId,displayName,officialPosition,birthDate,height,weight,collegeName,Year,HandSize,ArmLength,40Yard,BenchPress,VertLeap,BroadJump,Shuttle,3Cone,60YdShuttle,playtotal,PRplaytotal,PBplaytotal,hittotal,hurrytotal,sacktotal,beatentotal,hitallowedtotal,hurryallowedtotal,sackallowedtotal,hitrate,hurryrate,sackrate,beatenrate,hitallowedrate,hurryallowedrate,sackallowedrate
45719,Dare Ogunbowale,RB,"May 4, 1994",70,205,Wisconsin,2017,9.13,31.38,4.65,14,35,120,4.34,6.99,11.75,22,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45785,Dan Arnold,TE,"March 15, 1995",78,220,Wisconsin-Platteville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46070,Baker Mayfield,QB,"April 14, 1995",73,215,Oklahoma,2018,9.25,30.25,4.84,NA,29,111,4.28,7,NA,217,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46071,Saquon Barkley,RB,"February 9, 1997",71,233,Penn State,2018,9.5,31.38,4.4,29,41,NA,4.24,NA,NA,120,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46072,Sam Darnold,QB,"June 5, 1997",75,225,Southern California,2018,9.38,31,4.85,NA,26.5,105,4.4,6.96,NA,276,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46073,Denzel Ward,CB,"April 28, 1997",71,191,Ohio State,2018,8.75,31.25,4.32,16,39,136,NA,NA,NA,187,2,0,1,0,1,NA,NA,NA,NA,0.5,0,0.5,NA,NA,NA,NA
46074,Bradley Chubb,OLB,"June 24, 1996",76,275,North Carolina State,2018,9.88,34,4.65,24,36,121,4.41,7.37,NA,13,9,0,0,1,0,NA,NA,NA,NA,0,0.1111111111111111,0,NA,NA,NA,NA
46075,Quenton Nelson,G,"March 19, 1996",77,330,Notre Dame,2018,10.38,33.75,NA,35,26.5,105,4.62,7.65,NA,153,0,153,NA,NA,NA,7,2,3,1,NA,NA,NA,0.0457516339869281,0.013071895424836602,0.0196078431372549,0.006535947712418301
46076,Josh Allen,QB,"May 21, 1996",77,237,Wyoming,2018,10.13,33.25,4.75,NA,33.5,119,4.4,6.9,NA,251,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46077,Roquan Smith,ILB,"April 8, 1997",73,230,Georgia,2018,10,32,4.51,NA,33.5,117,NA,NA,NA,242,29,0,0,4,2,NA,NA,NA,NA,0,0.13793103448275862,0.06896551724137931,NA,NA,NA,NA
46078,Mike McGlinchey,T,"January 12, 1995",80,315,Notre Dame,2018,10,34,NA,24,28.5,105,NA,NA,NA,219,0,219,NA,NA,NA,8,3,12,2,NA,NA,NA,0.0365296803652968,0.0136986301369863,0.0547945205479452,0.0091324200913242
46079,Josh Rosen,QB,"February 10, 1997",76,226,UCLA,2018,9.88,31.75,4.92,NA,31,111,4.28,7.09,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46080,Minkah Fitzpatrick,SS,"November 17, 1996",73,207,Alabama,2018,9.38,31.25,4.46,14,33,121,4.13,6.73,NA,247,2,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
46081,Vita Vea,NT,"February 5, 1995",76,347,Washington,2018,10,32.625,5.1,41,NA,NA,NA,NA,NA,205,196,0,6,12,1,NA,NA,NA,NA,0.030612244897959183,0.061224489795918366,0.00510204081632653,NA,NA,NA,NA
46082,Daron Payne,DT,"May 27, 1997",75,320,Alabama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,233,0,3,20,2,NA,NA,NA,NA,0.012875536480686695,0.08583690987124463,0.008583690987124463,NA,NA,NA,NA
46083,Marcus Davenport,DE,"September 4, 1996",78,265,Texas-San Antonio,2018,9.13,33.63,4.58,22,33.5,124,4.41,7.2,NA,61,58,0,1,10,1,NA,NA,NA,NA,0.017241379310344827,0.1724137931034483,0.017241379310344827,NA,NA,NA,NA
46084,Kolton Miller,T,"October 9, 1995",80,325,UCLA,2018,10.75,34.125,4.91,24,31.5,121,4.49,7.34,NA,264,0,264,NA,NA,NA,10,1,11,0,NA,NA,NA,0.03787878787878788,0.003787878787878788,0.041666666666666664,0
46085,Tremaine Edmunds,MLB,"May 2, 1998",77,250,Virginia Tech,2018,9.38,34.5,4.54,19,NA,117,NA,NA,NA,223,22,0,0,2,0,NA,NA,NA,NA,0,0.09090909090909091,0,NA,NA,NA,NA
46086,Derwin James,FS,"August 3, 1996",74,215,Florida State,2018,9.5,33,4.47,21,40,132,4.34,7.34,NA,221,9,0,0,0,2,NA,NA,NA,NA,0,0,0.2222222222222222,NA,NA,NA,NA
46087,Jaire Alexander,CB,"February 9, 1997",70,196,Louisville,2018,9.5,31.125,4.38,14,35,127,3.98,6.71,NA,116,0,0,0,1,0,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA
46088,Leighton Vander Esch,OLB,"February 8, 1996",76,256,Boise State,2018,9.75,33.88,4.65,20,39.5,124,4.15,6.88,11.57,112,10,0,0,0,1,NA,NA,NA,NA,0,0,0.1,NA,NA,NA,NA
46089,Frank Ragnow,C,"May 17, 1996",77,311,Arkansas,2018,9.38,33.13,4.99,26,33.5,115,4.51,8.04,NA,136,0,136,NA,NA,NA,2,1,3,0,NA,NA,NA,0.014705882352941176,0.007352941176470588,0.022058823529411766,0
46090,Billy Price,C,"October 11, 1994",76,312,Ohio State,2018,9.75,32,NA,NA,NA,NA,NA,NA,NA,259,0,259,NA,NA,NA,6,4,7,1,NA,NA,NA,0.023166023166023165,0.015444015444015444,0.02702702702702703,0.003861003861003861
46091,Rashaan Evans,ILB,"November 8, 1995",74,234,Alabama,2018,10,32.25,NA,NA,30,116,4.36,6.95,NA,142,7,0,0,2,0,NA,NA,NA,NA,0,0.2857142857142857,0,NA,NA,NA,NA
46092,Isaiah Wynn,T,"December 9, 1995",74,310,Georgia,2018,8.5,33.38,NA,NA,NA,NA,NA,NA,NA,237,0,237,NA,NA,NA,12,5,8,3,NA,NA,NA,0.05063291139240506,0.02109704641350211,0.03375527426160337,0.012658227848101266
46093,D.J. Moore,WR,"April 14, 1997",71,215,Maryland,2018,9.63,31.63,4.42,15,39.5,132,4.07,6.95,11.18,280,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46094,Hayden Hurst,TE,"August 24, 1993",76,245,South Carolina,2018,9.75,32.13,4.67,16,31.5,120,4.37,7.19,12.15,167,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46095,Calvin Ridley,WR,"December 20, 1994",73,190,Alabama,2018,9.13,31.625,4.43,15,31,110,4.41,6.88,NA,196,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46096,Rashaad Penny,RB,"February 2, 1996",71,220,San Diego State,2018,9.25,31.25,4.46,13,32.5,120,NA,NA,NA,18,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46097,Terrell Edmunds,SS,"January 20, 1997",73,217,Virginia Tech,2018,10.5,32.75,4.47,NA,41.5,134,NA,NA,NA,242,2,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
46098,Taven Bryan,DT,"March 11, 1996",76,291,Florida,2018,9.75,32.75,4.98,30,35,119,4.48,7.12,NA,41,40,0,1,2,0,NA,NA,NA,NA,0.025,0.05,0,NA,NA,NA,NA
46099,Mike Hughes,CB,"February 11, 1997",70,191,Central Florida,2018,8.75,30.875,4.53,20,35.5,127,4.13,6.7,NA,152,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46100,Sony Michel,RB,"February 17, 1995",71,215,Georgia,2018,9.13,31.25,4.54,22,NA,NA,4.21,NA,NA,55,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46101,Lamar Jackson,QB,"January 7, 1997",74,212,Louisville,2018,9.5,33.13,NA,NA,NA,NA,NA,NA,NA,260,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46102,Austin Corbett,G,"September 5, 1995",76,305,Nevada,2018,10.5,33.13,5.15,19,28,106,4.5,7.87,NA,249,0,249,NA,NA,NA,10,4,9,0,NA,NA,NA,0.040160642570281124,0.01606425702811245,0.03614457831325301,0
46103,Will Hernandez,G,"September 2, 1995",74,327,Texas-El Paso,2018,9.88,32,5.15,37,24,104,4.7,7.59,NA,299,0,299,NA,NA,NA,12,1,12,3,NA,NA,NA,0.04013377926421405,0.0033444816053511705,0.04013377926421405,0.010033444816053512
46104,Nick Chubb,RB,"December 27, 1995",71,225,Georgia,2018,9.63,32,4.52,29,38.5,128,4.25,7.09,NA,88,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46105,Shaquille Leonard,MLB,"July 27, 1995",74,230,South Carolina State,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,24,0,3,5,0,NA,NA,NA,NA,0.125,0.20833333333333334,0,NA,NA,NA,NA
46106,Braden Smith,T,"March 25, 1996",78,315,Auburn,2018,9.38,32.25,5.22,35,33.5,113,4.77,7.81,NA,88,0,88,NA,NA,NA,5,1,3,1,NA,NA,NA,0.056818181818181816,0.011363636363636364,0.03409090909090909,0.011363636363636364
46107,Ronald Jones,RB,"August 3, 1997",71,208,Southern California,2018,8.75,31.13,4.65,NA,36.5,NA,NA,NA,NA,39,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46108,James Daniels,G,"September 13, 1997",75,305,Iowa,2018,9.5,33.75,NA,21,30.5,108,4.4,7.29,NA,248,0,248,NA,NA,NA,5,1,14,1,NA,NA,NA,0.020161290322580645,0.004032258064516129,0.056451612903225805,0.004032258064516129
46109,Courtland Sutton,WR,"October 10, 1995",76,216,Southern Methodist,2018,9.75,32.375,4.54,18,35.5,124,4.11,6.57,NA,261,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46110,Harold Landry,OLB,"June 5, 1996",74,250,Boston College,2018,9.38,32.88,4.64,24,36,119,4.19,6.88,11.35,285,225,0,7,26,9,NA,NA,NA,NA,0.03111111111111111,0.11555555555555555,0.04,NA,NA,NA,NA
46111,Mike Gesicki,TE,"October 3, 1995",78,252,Penn State,2018,10.13,34,4.54,22,41.5,129,4.1,6.76,11.33,243,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46113,Dante Pettis,WR,"October 23, 1995",73,195,Washington,2018,9.5,32.25,NA,NA,NA,NA,NA,NA,NA,59,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46116,Christian Kirk,WR,"November 18, 1996",71,200,Texas A&amp;M,2018,9.88,30.38,4.47,20,35.5,115,4.45,7.09,12.03,182,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46117,Uchenna Nwosu,OLB,"December 28, 1996",74,251,Southern California,2018,9,33.63,4.65,20,32,119,4.27,7.05,NA,141,124,0,6,7,1,NA,NA,NA,NA,0.04838709677419355,0.056451612903225805,0.008064516129032258,NA,NA,NA,NA
46118,Dallas Goedert,TE,"January 3, 1995",77,256,South Dakota State,2018,9.25,32.88,NA,23,35,121,4.31,7.02,NA,155,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46119,Connor Williams,G,"May 12, 1997",77,298,Texas,2018,10.5,33,5.05,26,34,112,4.63,7.83,NA,261,0,261,NA,NA,NA,9,0,8,1,NA,NA,NA,0.034482758620689655,0,0.03065134099616858,0.0038314176245210726
46120,Anthony Miller,WR,"October 9, 1994",71,199,Memphis,2018,10.63,31.63,4.5,22,39,125,4.26,6.65,NA,44,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46121,Kemoko Turay,DE,"July 11, 1995",77,248,Rutgers,2018,9.63,33.38,4.65,18,NA,NA,NA,NA,NA,69,66,0,2,3,3,NA,NA,NA,NA,0.030303030303030304,0.045454545454545456,0.045454545454545456,NA,NA,NA,NA
46122,M.J. Stewart,SS,"September 16, 1995",71,205,North Carolina,2018,9.25,31.25,4.54,18,35,118,4.28,6.9,NA,63,3,0,0,2,0,NA,NA,NA,NA,0,0.6666666666666666,0,NA,NA,NA,NA
46123,Jessie Bates,FS,"February 26, 1997",73,200,Wake Forest,2018,9.75,31.625,4.5,NA,35.5,117,4.26,6.78,11.34,286,6,0,1,1,0,NA,NA,NA,NA,0.16666666666666666,0.16666666666666666,0,NA,NA,NA,NA
46124,Donte Jackson,CB,"November 8, 1995",70,180,Louisiana State,2018,8.75,29.5,4.32,7,37,124,NA,NA,NA,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46127,Isaiah Oliver,CB,"September 30, 1996",73,210,Colorado,2018,9.75,33.5,4.5,NA,NA,NA,NA,NA,NA,81,11,0,1,2,0,NA,NA,NA,NA,0.09090909090909091,0.18181818181818182,0,NA,NA,NA,NA
46129,James Washington,WR,"April 2, 1996",71,213,Oklahoma State,2018,9.75,32.375,4.54,14,34.5,120,4.32,7.11,NA,110,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46130,D.J. Chark,WR,"September 23, 1996",76,198,Louisiana State,2018,9.25,32.38,4.34,16,40,129,NA,NA,NA,95,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46131,Brian O'Neill,T,"September 15, 1995",79,297,Pittsburgh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,0,254,NA,NA,NA,11,1,4,0,NA,NA,NA,0.04330708661417323,0.003937007874015748,0.015748031496062992,0
46132,Carlton Davis,CB,"December 31, 1996",73,206,Auburn,2018,8.88,32.75,4.53,16,34,124,4.31,7.3,NA,154,4,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
46133,Tyquan Lewis,DE,"January 30, 1995",75,277,Ohio State,2018,10.38,33,4.69,24,35.5,122,4.34,7.2,NA,183,173,0,3,13,3,NA,NA,NA,NA,0.017341040462427744,0.07514450867052024,0.017341040462427744,NA,NA,NA,NA
46134,Brandon Parker,T,"October 21, 1995",80,320,North Carolina A&amp;T,2018,9.75,35,5.37,21,28.5,113,4.68,7.82,NA,104,0,104,NA,NA,NA,7,4,10,1,NA,NA,NA,0.0673076923076923,0.038461538461538464,0.09615384615384616,0.009615384615384616
46135,Lorenzo Carter,OLB,"December 10, 1995",77,250,Georgia,2018,10.38,34,4.5,NA,36,130,NA,NA,NA,161,125,0,1,8,0,NA,NA,NA,NA,0.008,0.064,0,NA,NA,NA,NA
46137,Justin Reid,SS,"February 15, 1997",73,204,Stanford,2018,9.75,31.625,4.4,16,36.5,128,4.15,6.65,NA,182,1,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
46138,B.J. Hill,DT,"April 20, 1995",75,311,North Carolina State,2018,10.63,33,4.99,35,26.5,101,4.53,7.28,NA,136,136,0,3,4,3,NA,NA,NA,NA,0.022058823529411766,0.029411764705882353,0.022058823529411766,NA,NA,NA,NA
46139,Fred Warner,MLB,"November 19, 1996",75,236,Brigham Young,2018,9.75,32,4.64,21,38.5,119,4.28,6.9,NA,217,19,0,0,2,1,NA,NA,NA,NA,0,0.10526315789473684,0.05263157894736842,NA,NA,NA,NA
46140,Royce Freeman,RB,"February 24, 1996",73,238,Oregon,2018,9.5,32,4.54,17,34,118,4.16,6.9,11.64,69,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46141,Nathan Shepherd,DT,"October 9, 1993",76,315,Fort Hays State,2018,10.13,32.375,5.09,NA,31,112,4.53,7.5,NA,72,71,0,5,1,0,NA,NA,NA,NA,0.07042253521126761,0.014084507042253521,0,NA,NA,NA,NA
46142,Jerome Baker,ILB,"December 25, 1996",74,225,Ohio State,2018,10.38,31.5,4.53,22,36.5,126,4.15,6.93,NA,229,40,0,6,5,1,NA,NA,NA,NA,0.15,0.125,0.025,NA,NA,NA,NA
46143,Geron Christian,T,"September 10, 1996",78,315,Louisville,2018,10.75,35,5.33,19,NA,NA,NA,NA,NA,138,0,138,NA,NA,NA,8,0,7,0,NA,NA,NA,0.057971014492753624,0,0.050724637681159424,0
46144,Derrick Nnadi,DT,"May 9, 1996",73,310,Florida State,2018,9.88,33.5,5.38,25,27,96,5.02,8.15,NA,92,92,0,0,3,1,NA,NA,NA,NA,0,0.03260869565217391,0.010869565217391304,NA,NA,NA,NA
46146,Sam Hubbard,DE,"June 29, 1995",77,265,Ohio State,2018,10,33.13,4.95,16,35,116,4.32,6.84,11.61,256,237,0,3,19,5,NA,NA,NA,NA,0.012658227848101266,0.08016877637130802,0.02109704641350211,NA,NA,NA,NA
46148,Rasheem Green,DE,"May 15, 1997",76,279,Southern California,2018,9.88,33.75,4.73,23,32.5,118,4.39,7.24,NA,211,198,0,3,12,3,NA,NA,NA,NA,0.015151515151515152,0.06060606060606061,0.015151515151515152,NA,NA,NA,NA
46150,Michael Gallup,WR,"March 4, 1996",73,200,Colorado State,2018,9.25,31.5,4.51,10,36,122,4.37,6.95,11.84,33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46151,Tracy Walker,FS,"February 1, 1995",73,210,Louisiana-Lafayette,2018,8.75,33.5,4.51,14,33,119,4.28,7,11.27,193,8,0,0,0,1,NA,NA,NA,NA,0,0,0.125,NA,NA,NA,NA
46152,Orlando Brown,T,"May 2, 1996",80,345,Oklahoma,2018,9.75,35,5.85,14,19.5,82,5.38,7.87,NA,339,0,339,NA,NA,NA,13,9,11,3,NA,NA,NA,0.038348082595870206,0.02654867256637168,0.032448377581120944,0.008849557522123894
46153,Justin Jones,DT,"August 28, 1996",75,309,North Carolina State,2018,10,33.5,5.09,24,29,104,4.74,7.82,NA,36,36,0,1,4,0,NA,NA,NA,NA,0.027777777777777776,0.1111111111111111,0,NA,NA,NA,NA
46155,Mark Andrews,TE,"September 6, 1995",77,255,Oklahoma,2018,10.5,33.5,4.67,17,31,113,4.38,7.34,12.39,216,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46156,Arden Key,DE,"May 3, 1996",77,240,Louisiana State,2018,10,33.5,4.88,NA,31,117,4.25,7.16,NA,68,68,0,2,3,0,NA,NA,NA,NA,0.029411764705882353,0.04411764705882353,0,NA,NA,NA,NA
46157,Oren Burks,ILB,"March 21, 1995",75,233,Vanderbilt,2018,9.13,33.38,4.59,18,39.5,131,4.15,6.82,NA,68,7,0,1,2,1,NA,NA,NA,NA,0.14285714285714285,0.2857142857142857,0.14285714285714285,NA,NA,NA,NA
46158,Joseph Noteboom,T,"June 19, 1995",77,321,Texas Christian,2018,9.63,34.375,4.96,27,24,101,4.44,7.65,NA,34,0,34,NA,NA,NA,3,1,0,0,NA,NA,NA,0.08823529411764706,0.029411764705882353,0,0
46160,Tre'Quan Smith,WR,"January 7, 1996",74,210,Central Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46161,Chukwuma Okorafor,T,"August 8, 1997",78,320,Western Michigan,2018,10.25,34.5,5.31,19,23.5,102,4.8,7.87,NA,173,0,173,NA,NA,NA,10,3,4,0,NA,NA,NA,0.057803468208092484,0.017341040462427744,0.023121387283236993,0
46162,Ronnie Harrison,SS,"April 18, 1997",75,214,Alabama,2018,9.5,33.375,4.63,NA,34,120,NA,NA,NA,165,6,0,0,0,1,NA,NA,NA,NA,0,0,0.16666666666666666,NA,NA,NA,NA
46163,Alex Cappa,G,"January 27, 1995",78,305,Humboldt State,2018,9.25,32.63,5.39,24,26.5,97,4.84,8.04,NA,309,0,309,NA,NA,NA,11,4,9,2,NA,NA,NA,0.03559870550161812,0.012944983818770227,0.02912621359223301,0.006472491909385114
46165,Harrison Phillips,DT,"January 25, 1996",75,307,Stanford,2018,10.38,33.875,5.21,42,32,103,4.5,7.28,NA,43,43,0,1,3,0,NA,NA,NA,NA,0.023255813953488372,0.06976744186046512,0,NA,NA,NA,NA
46166,Mason Cole,C,"March 28, 1996",77,292,Michigan,2018,9.63,32.13,5.23,23,23.5,104,4.78,7.77,NA,1,0,1,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0
46167,Jordan Akins,TE,"April 19, 1992",76,243,Central Florida,2018,9.5,32.5,NA,24,35,122,4.38,7.29,NA,154,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46168,Isaac Yiadom,CB,"February 20, 1996",73,190,Boston College,2018,8.88,32.25,4.52,8,34.5,120,4.18,6.85,NA,36,1,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
46169,Dorian O'Daniel,OLB,"September 4, 1994",73,220,Clemson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,1,0,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA
46170,Ian Thomas,TE,"June 6, 1996",75,260,Indiana,2018,11.5,34.13,4.74,NA,36,123,4.2,7.15,NA,166,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46171,Jalyn Holmes,DE,"January 25, 1996",77,283,Ohio State,2018,10,34,4.82,25,32,112,4.59,7.62,NA,6,6,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
46172,Keke Coutee,WR,"January 14, 1997",71,180,Texas Tech,2018,8.38,29.88,4.43,14,34.5,113,4.15,6.93,NA,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46173,Nyheim Hines,RB,"November 12, 1996",69,198,North Carolina State,2018,8.88,30.75,4.38,11,35.5,119,4.35,7.18,NA,115,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46175,Josey Jewell,ILB,"December 25, 1994",73,236,Iowa,2018,10,32,4.82,18,33,117,4.27,6.8,11.52,52,5,0,1,1,0,NA,NA,NA,NA,0.2,0.2,0,NA,NA,NA,NA
46176,Christopher Herndon,TE,"February 23, 1996",76,252,Miami,2018,9.75,32.75,NA,21,34,116,4.59,7.38,NA,29,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46180,Brian Allen,C,"October 11, 1995",74,302,Michigan State,2018,9.25,32.38,5.34,27,26.5,99,4.71,7.81,NA,249,0,249,NA,NA,NA,9,1,8,3,NA,NA,NA,0.03614457831325301,0.004016064257028112,0.0321285140562249,0.012048192771084338
46183,Da'Shawn Hand,DE,"November 14, 1995",75,297,Alabama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,1,0,NA,NA,NA,NA,0,0.25,0,NA,NA,NA,NA
46185,Dorance Armstrong,DE,"June 10, 1997",76,255,Kansas,2018,10,34.75,4.87,20,30,118,4.23,7.12,11.82,57,57,0,2,5,0,NA,NA,NA,NA,0.03508771929824561,0.08771929824561403,0,NA,NA,NA,NA
46186,Jordan Whitehead,SS,"March 18, 1997",70,198,Pittsburgh,2018,8.5,29.75,4.59,21,34,123,4.31,7.16,NA,213,10,0,0,3,0,NA,NA,NA,NA,0,0.3,0,NA,NA,NA,NA
46187,Anthony Averett,CB,"November 30, 1994",71,178,Alabama,2018,8.5,30.25,4.36,13,31.5,119,4.4,6.93,NA,256,1,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
46188,Kyzir White,ILB,"March 24, 1996",74,216,West Virginia,2018,10.13,31.625,4.69,21,35.5,113,4.26,6.96,NA,165,17,0,1,6,0,NA,NA,NA,NA,0.058823529411764705,0.35294117647058826,0,NA,NA,NA,NA
46189,Will Dissly,TE,"July 8, 1996",76,267,Washington,2018,10.25,32,4.87,15,28,111,4.4,7.07,12.12,134,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46190,Taron Johnson,CB,"July 27, 1996",71,192,Weber State,2018,9.13,30.875,4.5,17,33,118,4.28,7.03,NA,220,6,0,0,0,1,NA,NA,NA,NA,0,0,0.16666666666666666,NA,NA,NA,NA
46191,Kenny Young,ILB,"November 15, 1994",73,235,UCLA,2018,9.5,32.38,4.6,23,36,117,4.48,7.38,NA,231,37,0,0,10,2,NA,NA,NA,NA,0,0.2702702702702703,0.05405405405405406,NA,NA,NA,NA
46192,Durham Smythe,TE,"August 9, 1995",78,260,Notre Dame,2018,10.75,32.5,4.81,18,31,110,4.23,7.17,11.86,129,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46193,Armani Watts,SS,"March 19, 1996",71,205,Texas A&amp;M,2018,8.75,31,4.64,13,35,120,4.37,7.25,NA,12,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46194,Avonte Maddox,CB,"March 31, 1996",69,184,Pittsburgh,2018,8.75,29.5,4.39,13,37,125,4,6.51,10.72,192,4,0,1,1,1,NA,NA,NA,NA,0.25,0.25,0.25,NA,NA,NA,NA
46197,Kentavius Street,DE,"May 8, 1996",74,287,North Carolina State,2018,10.25,32.88,4.87,28,NA,NA,NA,NA,NA,79,78,0,1,5,2,NA,NA,NA,NA,0.01282051282051282,0.0641025641025641,0.02564102564102564,NA,NA,NA,NA
46198,Will Richardson,T,"January 4, 1996",78,303,North Carolina State,2018,9.88,35.25,5.22,16,31.5,108,4.83,7.8,NA,29,0,29,NA,NA,NA,1,0,0,0,NA,NA,NA,0.034482758620689655,0,0,0
46199,Josh Sweat,DE,"March 29, 1997",77,253,Florida State,2018,10.25,34.63,4.53,16,39.5,124,4.28,6.95,NA,167,166,0,4,14,5,NA,NA,NA,NA,0.024096385542168676,0.08433734939759036,0.030120481927710843,NA,NA,NA,NA
46200,Kalen Ballage,RB,"December 22, 1995",74,230,Arizona State,2018,9.5,32.75,4.46,15,33.5,122,4.35,6.91,NA,17,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46203,Chase Edmonds,RB,"April 13, 1996",69,210,Fordham,2018,9.13,31.13,4.55,19,34,122,4.07,6.79,11.63,169,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46204,John Franklin-Myers,DE,"September 26, 1996",76,288,Stephen F. Austin,2018,10,32.88,4.75,26,33,113,4.48,7.36,NA,169,167,0,6,15,3,NA,NA,NA,NA,0.03592814371257485,0.08982035928143713,0.017964071856287425,NA,NA,NA,NA
46205,Marquis Haynes,DE,"December 16, 1993",74,235,Mississippi,2018,10,33.25,4.67,23,32,123,4.45,7.14,NA,38,34,0,3,0,1,NA,NA,NA,NA,0.08823529411764706,0,0.029411764705882353,NA,NA,NA,NA
46206,Dalton Schultz,TE,"July 11, 1996",77,242,Stanford,2018,9.25,31.75,4.75,15,32,120,4.4,7,NA,189,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46209,Maurice Hurst,DT,"May 9, 1995",74,291,Michigan,2018,9.5,32,4.98,29,31,104,4.59,7.71,NA,10,10,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
